Gene,GeneName,LRT_stat,stat_full,LRT_day2,LRT_day7,log2FoldChange,x_lrt,y_stat_full,panel_lineage
ENSG00000172264,MACROD2,8.17,1.72,0.01,2.35,-0.74,8.17,1.72,ectoderm
ENSG00000172269,DPAGT1,2.39,0.03,0.04,0.19,1.31,2.39,0.03,ectoderm
ENSG00000172270,BSG,23.6,4.75,3.52,5.29,2.11,23.6,4.75,ectoderm
ENSG00000172273,HINFP,32.3,6.34,0.13,10.91,-1.14,32.3,6.34,ectoderm
ENSG00000172289,OR10V1,0.0,0.15,0.0,0.0,3.02,0.0,0.15,ectoderm
ENSG00000172292,CERS6,13.86,4.13,0.15,0.03,3.12,13.86,4.13,ectoderm
ENSG00000172296,SPTLC3,6.1,5.95,0.11,0.54,-0.47,6.1,5.95,ectoderm
ENSG00000172301,COPRS,13.18,4.01,0.27,8.56,2.43,13.18,4.01,ectoderm
ENSG00000172318,B3GALT1,1.94,8.25,0.22,0.22,0.03,1.94,8.25,ectoderm
ENSG00000172320,OR5A1,0.0,0.01,0.0,0.0,1.4,0.0,0.01,ectoderm
ENSG00000172324,OR5A2,19.11,5.54,3.62,5.69,-1.85,19.11,5.54,ectoderm
ENSG00000172331,BPGM,0.0,0.83,0.44,0.44,0.81,0.0,0.83,ectoderm
ENSG00000172336,POP7,7.09,4.78,0.09,10.83,1.71,7.09,4.78,ectoderm
ENSG00000172339,ALG14,22.35,6.73,0.41,9.19,-1.0,22.35,6.73,ectoderm
ENSG00000172340,SUCLG2,7.15,0.31,0.0,0.0,2.72,7.15,0.31,ectoderm
ENSG00000172345,STARD5,0.0,0.09,0.0,0.0,1.74,0.0,0.09,ectoderm
ENSG00000172346,CSDC2,5.52,21.5,9.88,0.14,2.01,5.52,21.5,ectoderm
ENSG00000172348,RCAN2,0.63,4.81,0.8,0.23,0.48,0.63,4.81,ectoderm
ENSG00000172350,ABCG4,4.58,0.98,0.22,0.05,2.09,4.58,0.98,ectoderm
ENSG00000172354,GNB2,6.47,0.86,0.03,0.0,1.3,6.47,0.86,ectoderm
ENSG00000172362,OR5B12,0.0,0.07,0.0,0.0,3.4,0.0,0.07,ectoderm
ENSG00000172365,OR5B2,0.0,0.16,0.0,0.0,3.18,0.0,0.16,ectoderm
ENSG00000172366,MCRIP2,30.72,3.8,4.64,8.57,2.16,30.72,3.8,ectoderm
ENSG00000172375,C2CD2L,35.62,11.02,4.88,2.84,-2.08,35.62,11.02,ectoderm
ENSG00000172379,ARNT2,7.02,4.28,0.24,0.65,-0.5,7.02,4.28,ectoderm
ENSG00000172380,GNG12,2.14,1.77,0.19,0.11,0.59,2.14,1.77,ectoderm
ENSG00000172382,PRSS27,19.63,5.55,0.79,3.89,-0.76,19.63,5.55,ectoderm
ENSG00000172399,MYOZ2,4.46,0.6,0.0,0.0,4.35,4.46,0.6,ectoderm
ENSG00000172403,SYNPO2,26.82,15.57,0.0,4.46,-1.95,26.82,15.57,ectoderm
ENSG00000172404,DNAJB7,0.0,0.13,0.0,0.0,2.7,0.0,0.13,ectoderm
ENSG00000172409,CLP1,0.0,0.72,0.4,0.0,1.36,0.0,0.72,ectoderm
ENSG00000172425,TTC36,0.0,0.08,0.08,0.17,3.51,0.0,0.08,ectoderm
ENSG00000172426,RSPH9,15.38,2.7,0.2,6.18,2.94,15.38,2.7,ectoderm
ENSG00000172428,COPS9,20.06,1.5,3.62,13.38,2.96,20.06,1.5,ectoderm
ENSG00000172432,GTPBP2,4.15,3.11,0.08,0.04,0.64,4.15,3.11,ectoderm
ENSG00000172456,FGGY,0.95,6.55,0.07,0.03,0.46,0.95,6.55,ectoderm
ENSG00000172457,OR9G4,0.0,0.15,0.03,0.0,2.82,0.0,0.15,ectoderm
ENSG00000172458,IL17D,0.0,0.12,0.3,0.0,3.04,0.0,0.12,ectoderm
ENSG00000172461,FUT9,3.14,8.55,1.01,1.28,0.74,3.14,8.55,ectoderm
ENSG00000172465,TCEAL1,4.5,0.59,0.03,0.37,1.5,4.5,0.59,ectoderm
ENSG00000172466,ZNF24,6.92,1.24,0.12,7.8,1.61,6.92,1.24,ectoderm
ENSG00000172469,MANEA,12.3,0.13,1.31,0.0,4.9,12.3,0.13,ectoderm
ENSG00000172478,MAB21L4,14.46,0.38,0.0,0.0,3.69,14.46,0.38,ectoderm
ENSG00000172482,AGXT,6.86,4.63,1.91,0.3,-0.48,6.86,4.63,ectoderm
ENSG00000172497,ACOT12,0.0,0.13,0.0,0.0,3.11,0.0,0.13,ectoderm
ENSG00000172500,FIBP,7.64,3.84,0.76,0.09,1.0,7.64,3.84,ectoderm
ENSG00000172508,CARNS1,0.0,0.13,0.02,0.03,0.62,0.0,0.13,ectoderm
ENSG00000172519,OR10H5,12.06,3.54,0.13,4.42,-0.8,12.06,3.54,ectoderm
ENSG00000172530,BANP,12.67,1.5,1.45,1.82,1.4,12.67,1.5,ectoderm
ENSG00000172531,PPP1CA,19.83,5.38,1.65,11.27,1.93,19.83,5.38,ectoderm
ENSG00000172534,HCFC1,2.89,0.84,0.04,1.7,0.87,2.89,0.84,ectoderm
ENSG00000172543,CTSW,3.72,10.06,0.77,0.96,-0.28,3.72,10.06,ectoderm
ENSG00000172548,NIPAL4,2.57,0.14,0.08,0.0,3.08,2.57,0.14,ectoderm
ENSG00000172554,SNTG2,0.0,0.79,0.15,0.63,2.14,0.0,0.79,ectoderm
ENSG00000172572,PDE3A,0.0,0.53,0.31,0.38,0.86,0.0,0.53,ectoderm
ENSG00000172575,RASGRP1,2.21,0.01,1.34,0.0,-0.28,2.21,0.01,ectoderm
ENSG00000172578,KLHL6,1.98,5.88,0.81,2.07,-0.1,1.98,5.88,ectoderm
ENSG00000172586,CHCHD1,11.74,1.43,5.06,0.91,2.69,11.74,1.43,ectoderm
ENSG00000172590,MRPL52,26.26,5.59,0.03,11.77,2.83,26.26,5.59,ectoderm
ENSG00000172602,RND1,28.09,2.99,0.81,4.7,-0.98,28.09,2.99,ectoderm
ENSG00000172613,RAD9A,20.73,3.77,1.79,3.04,-0.72,20.73,3.77,ectoderm
ENSG00000172638,EFEMP2,2.85,0.09,1.49,0.02,-0.56,2.85,0.09,ectoderm
ENSG00000172640,OR10AD1,0.0,0.03,0.0,0.1,2.16,0.0,0.03,ectoderm
ENSG00000172650,AGAP5,4.98,0.13,0.87,0.17,2.91,4.98,0.13,ectoderm
ENSG00000172661,WASHC2C,8.36,0.6,0.37,0.06,2.57,8.36,0.6,ectoderm
ENSG00000172663,TMEM134,10.08,3.52,1.56,0.25,0.59,10.08,3.52,ectoderm
ENSG00000172667,ZMAT3,8.89,4.8,0.04,0.08,-0.28,8.89,4.8,ectoderm
ENSG00000172671,ZFAND4,7.25,2.09,0.0,1.76,0.93,7.25,2.09,ectoderm
ENSG00000172673,THEMIS,0.0,0.78,0.0,0.73,-0.11,0.0,0.78,ectoderm
ENSG00000172687,ZNF738,31.77,4.2,2.97,1.82,-1.54,31.77,4.2,ectoderm
ENSG00000172689,MS4A10,24.28,2.67,1.25,11.03,-1.38,24.28,2.67,ectoderm
ENSG00000172716,SLFN11,0.0,0.21,0.0,0.0,3.27,0.0,0.21,ectoderm
ENSG00000172717,GARIN2,0.0,0.08,0.0,0.0,2.45,0.0,0.08,ectoderm
ENSG00000172725,CORO1B,6.39,7.07,1.25,1.06,-1.39,6.39,7.07,ectoderm
ENSG00000172728,FUT10,2.5,1.76,0.07,0.52,1.06,2.5,1.76,ectoderm
ENSG00000172731,LRRC20,7.75,1.26,0.01,1.16,2.25,7.75,1.26,ectoderm
ENSG00000172732,MUS81,2.17,3.47,0.43,0.11,-0.77,2.17,3.47,ectoderm
ENSG00000172738,TMEM217,0.81,4.55,0.03,0.65,0.67,0.81,4.55,ectoderm
ENSG00000172742,OR4D9,13.35,0.32,0.09,3.61,-0.82,13.35,0.32,ectoderm
ENSG00000172748,ZNF596,34.98,3.25,5.03,8.33,-2.66,34.98,3.25,ectoderm
ENSG00000172752,COL6A5,3.74,0.3,1.41,0.0,3.86,3.74,0.3,ectoderm
ENSG00000172757,CFL1,6.51,7.46,1.34,3.23,1.4,6.51,7.46,ectoderm
ENSG00000172766,NAA16,5.27,4.79,2.89,0.0,-0.38,5.27,4.79,ectoderm
ENSG00000172771,EFCAB12,2.11,3.59,0.05,0.08,0.2,2.11,3.59,ectoderm
ENSG00000172775,PSME3IP1,17.5,4.33,0.05,0.11,2.27,17.5,4.33,ectoderm
ENSG00000172780,RAB43,2.67,5.22,2.97,1.53,0.75,2.67,5.22,ectoderm
ENSG00000172782,FADS6,15.5,2.02,1.27,1.32,-1.37,15.5,2.02,ectoderm
ENSG00000172785,CBWD1,23.62,6.49,2.88,6.64,-0.91,23.62,6.49,ectoderm
ENSG00000172789,HOXC5,0.0,0.22,0.03,0.0,0.61,0.0,0.22,ectoderm
ENSG00000172794,RAB37,16.92,2.3,1.55,0.43,2.36,16.92,2.3,ectoderm
ENSG00000172795,DCP2,30.97,6.32,2.02,11.02,1.52,30.97,6.32,ectoderm
ENSG00000172803,SNX32,9.46,0.55,0.44,0.17,3.04,9.46,0.55,ectoderm
ENSG00000172809,RPL38,44.46,6.83,20.56,0.11,2.78,44.46,6.83,ectoderm
ENSG00000172817,CYP7B1,2.06,0.09,0.0,0.17,0.29,2.06,0.09,ectoderm
ENSG00000172818,OVOL1,0.0,2.64,2.93,0.0,0.52,0.0,2.64,ectoderm
ENSG00000172819,RARG,4.42,2.93,0.05,4.53,1.47,4.42,2.93,ectoderm
ENSG00000172824,CES4A,24.6,0.99,3.18,4.34,-1.65,24.6,0.99,ectoderm
ENSG00000172828,CES3,34.69,2.11,0.27,1.94,2.24,34.69,2.11,ectoderm
ENSG00000172830,SSH3,7.21,0.26,0.13,0.32,2.77,7.21,0.26,ectoderm
ENSG00000172831,CES2,3.55,3.29,0.55,5.27,0.47,3.55,3.29,ectoderm
ENSG00000172840,PDP2,4.32,4.1,0.09,0.2,-0.02,4.32,4.1,ectoderm
ENSG00000172845,SP3,9.17,2.23,0.14,1.53,1.07,9.17,2.23,ectoderm
ENSG00000172867,KRT2,0.0,0.78,1.43,0.0,3.4,0.0,0.78,ectoderm
ENSG00000172869,DMXL1,2.54,1.57,0.25,0.41,1.15,2.54,1.57,ectoderm
ENSG00000172878,METAP1D,13.78,0.73,0.26,0.0,5.02,13.78,0.73,ectoderm
ENSG00000172888,ZNF621,24.63,5.68,0.03,11.47,2.04,24.63,5.68,ectoderm
ENSG00000172889,EGFL7,16.39,5.68,2.02,3.42,2.43,16.39,5.68,ectoderm
ENSG00000172890,NADSYN1,10.94,4.23,1.41,0.58,1.81,10.94,4.23,ectoderm
ENSG00000172893,DHCR7,0.0,3.41,1.74,0.03,-0.04,0.0,3.41,ectoderm
ENSG00000172915,NBEA,8.03,4.97,0.0,3.38,-0.8,8.03,4.97,ectoderm
ENSG00000172922,RNASEH2C,20.98,0.28,0.39,2.17,2.69,20.98,0.28,ectoderm
ENSG00000172932,ANKRD13D,1.57,5.0,1.87,2.84,0.23,1.57,5.0,ectoderm
ENSG00000172935,MRGPRF,2.08,0.02,0.75,0.0,2.23,2.08,0.02,ectoderm
ENSG00000172936,MYD88,2.56,1.13,0.0,0.79,1.19,2.56,1.13,ectoderm
ENSG00000172938,MRGPRD,5.94,0.07,0.0,0.0,4.42,5.94,0.07,ectoderm
ENSG00000172939,OXSR1,4.47,2.59,1.39,0.15,1.63,4.47,2.59,ectoderm
ENSG00000172940,SLC22A13,6.98,5.01,0.01,1.5,-1.06,6.98,5.01,ectoderm
ENSG00000172943,PHF8,1.28,3.39,4.39,1.02,-0.25,1.28,3.39,ectoderm
ENSG00000172954,LCLAT1,0.38,3.44,0.01,0.21,-0.02,0.38,3.44,ectoderm
ENSG00000172967,XKR3,0.0,0.16,0.02,0.0,2.6,0.0,0.16,ectoderm
ENSG00000172969,FRG2C,5.6,4.14,0.18,0.33,-0.98,5.6,4.14,ectoderm
ENSG00000172977,KAT5,5.88,3.42,0.99,0.09,1.76,5.88,3.42,ectoderm
ENSG00000172985,SH3RF3,7.45,1.28,0.38,6.32,2.38,7.45,1.28,ectoderm
ENSG00000172986,GXYLT2,3.98,4.03,3.43,2.0,-0.51,3.98,4.03,ectoderm
ENSG00000172987,HPSE2,9.0,0.44,1.55,0.0,5.19,9.0,0.44,ectoderm
ENSG00000172992,DCAKD,2.47,2.65,2.94,0.75,0.22,2.47,2.65,ectoderm
ENSG00000172995,ARPP21,0.0,0.13,0.0,0.0,3.4,0.0,0.13,ectoderm
ENSG00000173011,TADA2B,16.06,4.99,2.63,3.05,-0.82,16.06,4.99,ectoderm
ENSG00000173013,CCDC96,0.0,0.13,0.0,0.0,2.16,0.0,0.13,ectoderm
ENSG00000173020,GRK2,5.16,14.36,2.66,0.57,-1.35,5.16,14.36,ectoderm
ENSG00000173039,RELA,2.94,0.33,0.65,0.14,-0.22,2.94,0.33,ectoderm
ENSG00000173040,EVC2,0.0,0.0,0.0,0.0,2.51,0.0,0.0,ectoderm
ENSG00000173041,ZNF680,0.0,0.42,1.37,0.0,0.05,0.0,0.42,ectoderm
ENSG00000173064,HECTD4,11.67,4.94,4.94,0.0,1.69,11.67,4.94,ectoderm
ENSG00000173065,FAM222B,20.78,4.75,2.02,39.59,3.42,20.78,4.75,ectoderm
ENSG00000173068,BNC2,27.65,2.91,14.03,1.6,4.94,27.65,2.91,ectoderm
ENSG00000173080,RXFP4,7.59,0.46,0.0,0.63,5.76,7.59,0.46,ectoderm
ENSG00000173083,HPSE,20.55,3.84,1.9,7.14,-1.3,20.55,3.84,ectoderm
ENSG00000173085,COQ2,0.0,0.61,0.12,0.25,1.01,0.0,0.61,ectoderm
ENSG00000173093,CCDC63,6.53,0.79,0.0,0.0,5.09,6.53,0.79,ectoderm
ENSG00000173110,HSPA6,0.0,0.3,0.0,0.0,2.6,0.0,0.3,ectoderm
ENSG00000173113,TRMT112,11.28,5.26,0.07,16.11,2.43,11.28,5.26,ectoderm
ENSG00000173114,LRRN3,0.0,0.32,0.0,0.17,3.28,0.0,0.32,ectoderm
ENSG00000173120,KDM2A,2.82,1.21,0.0,0.08,0.5,2.82,1.21,ectoderm
ENSG00000173137,ADCK5,0.0,0.88,0.02,0.0,1.22,0.0,0.88,ectoderm
ENSG00000173141,MRPL57,27.94,6.54,1.48,13.93,1.45,27.94,6.54,ectoderm
ENSG00000173145,NOC3L,8.28,0.56,0.2,0.96,2.69,8.28,0.56,ectoderm
ENSG00000173153,ESRRA,3.85,4.31,2.06,0.09,1.65,3.85,4.31,ectoderm
ENSG00000173156,RHOD,9.36,1.78,0.27,0.14,3.31,9.36,1.78,ectoderm
ENSG00000173157,ADAMTS20,0.0,0.07,0.0,0.0,2.85,0.0,0.07,ectoderm
ENSG00000173166,RAPH1,1.53,7.38,3.09,0.41,-0.39,1.53,7.38,ectoderm
ENSG00000173171,MTX1,0.0,7.53,0.39,0.18,0.04,0.0,7.53,ectoderm
ENSG00000173175,ADCY5,7.69,0.41,0.27,0.11,2.66,7.69,0.41,ectoderm
ENSG00000173193,PARP14,6.9,1.56,0.0,1.1,-0.55,6.9,1.56,ectoderm
ENSG00000173198,CYSLTR1,3.16,5.09,0.35,1.55,-0.26,3.16,5.09,ectoderm
ENSG00000173200,PARP15,9.75,4.64,1.0,2.16,1.16,9.75,4.64,ectoderm
ENSG00000173207,CKS1B,15.82,8.18,0.05,28.11,2.31,15.82,8.18,ectoderm
ENSG00000173210,ABLIM3,5.31,0.33,0.31,0.17,2.11,5.31,0.33,ectoderm
ENSG00000173212,MAB21L3,5.18,1.7,0.04,3.22,0.66,5.18,1.7,ectoderm
ENSG00000173213,TUBB8B,5.55,0.08,0.54,0.0,2.61,5.55,0.08,ectoderm
ENSG00000173214,MFSD4B,20.46,4.45,0.5,0.91,-0.7,20.46,4.45,ectoderm
ENSG00000173218,VANGL1,2.35,18.62,11.82,0.58,-0.71,2.35,18.62,ectoderm
ENSG00000173221,GLRX,9.88,3.09,0.15,1.15,-0.49,9.88,3.09,ectoderm
ENSG00000173226,IQCB1,4.07,0.24,0.0,0.0,2.87,4.07,0.24,ectoderm
ENSG00000173227,SYT12,5.25,2.86,0.77,0.35,-0.4,5.25,2.86,ectoderm
ENSG00000173230,GOLGB1,7.35,3.03,0.74,0.48,-0.37,7.35,3.03,ectoderm
ENSG00000173237,C11orf86,0.0,0.05,0.0,0.0,1.8,0.0,0.05,ectoderm
ENSG00000173250,GPR151,2.99,0.6,0.03,0.0,3.5,2.99,0.6,ectoderm
ENSG00000173253,DMRT2,5.19,0.71,0.91,0.0,2.91,5.19,0.71,ectoderm
ENSG00000173258,ZNF483,5.27,7.92,0.51,5.21,-0.32,5.27,7.92,ectoderm
ENSG00000173262,SLC2A14,21.72,0.29,1.94,1.97,3.01,21.72,0.29,ectoderm
ENSG00000173264,GPR137,3.71,7.78,0.47,0.02,-1.25,3.71,7.78,ectoderm
ENSG00000173267,SNCG,2.63,0.9,0.11,0.19,1.24,2.63,0.9,ectoderm
ENSG00000173269,MMRN2,2.94,0.15,0.0,0.34,2.27,2.94,0.15,ectoderm
ENSG00000173272,MZT2A,32.57,5.88,3.83,2.51,1.28,32.57,5.88,ectoderm
ENSG00000173273,TNKS,2.75,3.47,0.61,0.21,-0.12,2.75,3.47,ectoderm
ENSG00000173275,ZNF449,0.0,0.13,0.08,0.0,1.32,0.0,0.13,ectoderm
ENSG00000173276,ZBTB21,5.44,1.3,0.29,1.04,1.82,5.44,1.3,ectoderm
ENSG00000173281,PPP1R3B,12.35,10.88,11.21,0.49,0.89,12.35,10.88,ectoderm
ENSG00000173285,OR10K1,0.0,0.16,0.4,0.05,-0.03,0.0,0.16,ectoderm
ENSG00000173302,GPR148,0.0,0.02,0.0,0.0,2.33,0.0,0.02,ectoderm
ENSG00000173320,STOX2,3.13,3.37,0.13,0.47,0.81,3.13,3.37,ectoderm
ENSG00000173327,MAP3K11,0.74,2.12,0.0,1.49,-0.08,0.74,2.12,ectoderm
ENSG00000173334,TRIB1,10.86,3.7,2.15,0.84,2.33,10.86,3.7,ectoderm
ENSG00000173335,CST9,0.0,0.01,0.0,0.0,3.0,0.0,0.01,ectoderm
ENSG00000173338,KCNK7,0.0,0.23,0.11,0.0,1.22,0.0,0.23,ectoderm
ENSG00000173349,SFT2D3,0.0,3.47,0.01,0.32,0.38,0.0,3.47,ectoderm
ENSG00000173366,ENSG00000173366,0.0,0.11,0.11,0.26,2.19,0.0,0.11,ectoderm
ENSG00000173369,C1QB,0.0,0.42,0.02,0.0,2.78,0.0,0.42,ectoderm
ENSG00000173389,IQCF1,0.0,0.29,0.0,0.0,2.34,0.0,0.29,ectoderm
ENSG00000173402,DAG1,12.24,10.72,4.22,0.23,1.76,12.24,10.72,ectoderm
ENSG00000173406,DAB1,0.0,0.75,1.36,0.28,0.79,0.0,0.75,ectoderm
ENSG00000173409,ARV1,2.44,0.74,0.69,0.45,2.08,2.44,0.74,ectoderm
ENSG00000173418,NAA20,1.63,1.15,0.65,0.0,1.01,1.63,1.15,ectoderm
ENSG00000173421,IHO1,21.91,3.58,1.15,4.08,-0.89,21.91,3.58,ectoderm
ENSG00000173431,RNASE8,1.39,0.27,0.0,0.0,3.71,1.39,0.27,ectoderm
ENSG00000173432,SAA1,5.41,0.38,0.04,0.0,4.23,5.41,0.38,ectoderm
ENSG00000173436,MICOS10,21.0,4.55,0.03,4.49,1.14,21.0,4.55,ectoderm
ENSG00000173442,EHBP1L1,6.35,2.91,1.0,0.02,1.68,6.35,2.91,ectoderm
ENSG00000173452,TMEM196,0.0,0.16,0.0,0.0,1.0,0.0,0.16,ectoderm
ENSG00000173456,RNF26,17.76,1.51,1.48,12.14,3.74,17.76,1.51,ectoderm
ENSG00000173457,PPP1R14B,16.15,2.24,2.13,9.21,2.51,16.15,2.24,ectoderm
ENSG00000173465,ZNRD2,7.67,0.3,0.31,0.03,2.09,7.67,0.3,ectoderm
ENSG00000173473,SMARCC1,16.19,2.02,1.8,17.03,2.61,16.19,2.02,ectoderm
ENSG00000173480,ZNF417,12.92,7.27,2.61,4.39,-1.15,12.92,7.27,ectoderm
ENSG00000173482,PTPRM,2.74,4.89,1.46,0.29,-0.89,2.74,4.89,ectoderm
ENSG00000173486,FKBP2,19.68,1.05,1.97,43.79,2.76,19.68,1.05,ectoderm
ENSG00000173511,VEGFB,7.68,1.56,0.87,1.76,1.94,7.68,1.56,ectoderm
ENSG00000173517,PEAK1,8.08,0.58,1.11,0.73,0.46,8.08,0.58,ectoderm
ENSG00000173530,TNFRSF10D,5.09,0.56,0.11,0.0,1.48,5.09,0.56,ectoderm
ENSG00000173531,MST1,1.39,2.18,0.72,0.03,-0.42,1.39,2.18,ectoderm
ENSG00000173535,TNFRSF10C,3.24,0.94,0.0,0.28,1.39,3.24,0.94,ectoderm
ENSG00000173540,GMPPB,1.43,6.44,0.9,0.83,0.03,1.43,6.44,ectoderm
ENSG00000173542,MOB1B,2.73,17.68,0.02,1.42,0.26,2.73,17.68,ectoderm
ENSG00000173545,ZNF622,0.15,0.21,0.0,0.0,-0.41,0.15,0.21,ectoderm
ENSG00000173546,CSPG4,6.87,1.06,1.43,0.04,1.53,6.87,1.06,ectoderm
ENSG00000173548,SNX33,2.75,2.58,0.14,0.05,1.15,2.75,2.58,ectoderm
ENSG00000173559,NABP1,7.57,4.19,0.48,1.45,-0.31,7.57,4.19,ectoderm
ENSG00000173567,ADGRF3,0.0,0.57,0.08,0.18,1.63,0.0,0.57,ectoderm
ENSG00000173572,NLRP13,3.51,0.09,0.0,0.0,3.67,3.51,0.09,ectoderm
ENSG00000173575,CHD2,20.9,6.99,7.25,2.6,-1.06,20.9,6.99,ectoderm
ENSG00000173578,XCR1,0.0,0.02,0.0,0.0,1.66,0.0,0.02,ectoderm
ENSG00000173581,CCDC106,5.3,0.37,0.05,0.03,1.93,5.3,0.37,ectoderm
ENSG00000173588,CEP83,2.69,4.1,0.01,1.4,0.15,2.69,4.1,ectoderm
ENSG00000173597,SULT1B1,11.94,7.7,2.05,0.54,1.49,11.94,7.7,ectoderm
ENSG00000173598,NUDT4,2.88,5.42,0.03,0.78,0.31,2.88,5.42,ectoderm
ENSG00000173599,PC,0.0,1.16,0.0,0.03,0.3,0.0,1.16,ectoderm
ENSG00000173610,UGT2A1,4.93,0.51,0.29,0.04,-0.26,4.93,0.51,ectoderm
ENSG00000173611,SCAI,14.86,5.71,0.73,3.78,-0.81,14.86,5.71,ectoderm
ENSG00000173614,NMNAT1,26.18,5.95,2.01,0.65,-0.83,26.18,5.95,ectoderm
ENSG00000173621,LRFN4,3.46,0.3,0.09,0.57,1.29,3.46,0.3,ectoderm
ENSG00000173638,SLC19A1,17.28,2.18,1.45,0.04,2.38,17.28,2.18,ectoderm
ENSG00000173653,RCE1,19.7,3.63,2.06,2.71,3.44,19.7,3.63,ectoderm
ENSG00000173660,UQCRH,29.91,2.96,0.93,18.29,1.79,29.91,2.96,ectoderm
ENSG00000173662,TAS1R1,0.0,0.0,0.02,0.0,2.21,0.0,0.0,ectoderm
ENSG00000173673,HES3,6.0,0.35,2.93,0.0,4.65,6.0,0.35,ectoderm
ENSG00000173674,EIF1AX,18.78,3.38,0.35,22.8,2.77,18.78,3.38,ectoderm
ENSG00000173679,OR1L1,0.0,0.25,0.04,0.08,2.82,0.0,0.25,ectoderm
ENSG00000173681,BCLAF3,5.47,2.9,0.01,0.13,-0.44,5.47,2.9,ectoderm
ENSG00000173692,PSMD1,7.11,4.98,0.42,4.02,-0.41,7.11,4.98,ectoderm
ENSG00000173698,ADGRG2,9.42,3.43,0.75,2.28,-0.68,9.42,3.43,ectoderm
ENSG00000173699,SPATA3,0.0,0.0,0.06,0.0,2.26,0.0,0.0,ectoderm
ENSG00000173702,MUC13,1.65,0.11,0.0,0.17,3.91,1.65,0.11,ectoderm
ENSG00000173705,SUSD5,2.73,1.0,0.33,1.28,0.03,2.73,1.0,ectoderm
ENSG00000173706,HEG1,6.21,5.02,0.18,0.25,-1.84,6.21,5.02,ectoderm
ENSG00000173714,WFIKKN2,0.0,0.06,0.46,0.0,0.49,0.0,0.06,ectoderm
ENSG00000173715,C11orf80,67.45,4.04,7.58,0.99,3.95,67.45,4.04,ectoderm
ENSG00000173726,TOMM20,22.7,0.2,2.09,14.24,3.49,22.7,0.2,ectoderm
ENSG00000173728,C1orf100,0.0,0.1,0.0,0.0,3.4,0.0,0.1,ectoderm
ENSG00000173744,AGFG1,2.81,4.37,0.14,2.07,0.93,2.81,4.37,ectoderm
ENSG00000173757,STAT5B,4.28,8.79,0.11,3.89,0.23,4.28,8.79,ectoderm
ENSG00000173762,CD7,10.28,0.73,0.43,0.0,3.41,10.28,0.73,ectoderm
ENSG00000173769,TOPAZ1,0.0,0.15,0.03,0.0,2.82,0.0,0.15,ectoderm
ENSG00000173786,CNP,13.52,1.41,0.46,1.21,-0.84,13.52,1.41,ectoderm
ENSG00000173801,JUP,6.92,0.84,0.92,14.15,1.39,6.92,0.84,ectoderm
ENSG00000173805,HAP1,12.06,3.49,0.71,1.11,-0.72,12.06,3.49,ectoderm
ENSG00000173809,TDRD12,17.3,2.16,1.07,10.26,-1.12,17.3,2.16,ectoderm
ENSG00000173812,EIF1,6.96,7.27,0.51,5.43,1.28,6.96,7.27,ectoderm
ENSG00000173818,ENDOV,14.0,7.87,0.0,4.24,1.43,14.0,7.87,ectoderm
ENSG00000173821,RNF213,10.68,2.01,0.72,0.41,1.08,10.68,2.01,ectoderm
ENSG00000173825,TIGD3,0.0,0.02,0.0,0.0,2.07,0.0,0.02,ectoderm
ENSG00000173826,KCNH6,25.57,3.42,0.63,3.46,-2.04,25.57,3.42,ectoderm
ENSG00000173838,MARCHF10,4.64,0.43,0.0,0.0,2.92,4.64,0.43,ectoderm
ENSG00000173846,PLK3,1.87,3.45,0.44,0.86,-0.08,1.87,3.45,ectoderm
ENSG00000173848,NET1,6.57,1.43,1.07,5.89,1.51,6.57,1.43,ectoderm
ENSG00000173852,DPY19L1,35.11,6.56,2.73,8.19,-2.03,35.11,6.56,ectoderm
ENSG00000173867,ENSG00000173867,3.83,0.32,0.31,0.28,2.69,3.83,0.32,ectoderm
ENSG00000173868,PHOSPHO1,0.0,0.51,0.31,0.6,1.07,0.0,0.51,ectoderm
ENSG00000173875,ZNF791,15.34,7.01,0.51,6.2,1.29,15.34,7.01,ectoderm
ENSG00000173889,PHC3,3.61,4.28,2.21,0.02,-0.14,3.61,4.28,ectoderm
ENSG00000173890,GPR160,15.26,0.12,0.25,0.61,4.8,15.26,0.12,ectoderm
ENSG00000173894,CBX2,25.85,0.3,3.07,7.62,3.64,25.85,0.3,ectoderm
ENSG00000173898,SPTBN2,2.48,8.13,2.61,6.84,0.22,2.48,8.13,ectoderm
ENSG00000173905,GOLIM4,0.0,2.27,1.04,0.13,0.56,0.0,2.27,ectoderm
ENSG00000173908,KRT28,0.0,0.1,0.0,0.0,2.82,0.0,0.1,ectoderm
ENSG00000173914,RBM4B,21.59,1.2,2.05,5.66,4.5,21.59,1.2,ectoderm
ENSG00000173915,ATP5MK,16.6,1.44,0.0,9.79,2.39,16.6,1.44,ectoderm
ENSG00000173917,HOXB2,3.45,0.52,1.47,0.0,-1.94,3.45,0.52,ectoderm
ENSG00000173918,C1QTNF1,0.0,0.05,0.0,0.0,0.18,0.0,0.05,ectoderm
ENSG00000173926,MARCHF3,0.55,0.01,0.32,0.1,1.21,0.55,0.01,ectoderm
ENSG00000173928,SWSAP1,5.73,3.97,0.9,0.09,-0.49,5.73,3.97,ectoderm
ENSG00000173930,SLCO4C1,0.0,0.08,0.21,0.0,1.08,0.0,0.08,ectoderm
ENSG00000173933,RBM4,17.37,2.12,2.21,12.46,2.57,17.37,2.12,ectoderm
