,SN_S1_1_MKDL250005004-1A_22VVM5LT4_L5,SN_S1_2_MKDL250005004-1A_22VVM5LT4_L5,SN_S1_3_MKDL250005004-1A_22VVM5LT4_L5,SN_S2_1_MKDL250005004-1A_22VVM5LT4_L5,SN_S2_2_MKDL250005004-1A_22VVM5LT4_L5,SN_S2_3_MKDL250005004-1A_22VVM5LT4_L5,SN_S3_1_MKDL250005004-1A_22VVM5LT4_L5,SN_S3_2_MKDL250005004-1A_22VVM5LT4_L5,SN_S3_3_MKDL250005004-1A_22VVM5LT4_L5,SN_S4_1_MKDL250005004-1A_22VVM5LT4_L5,SN_S4_2_MKDL250005004-1A_22VVM5LT4_L5,SN_S4_3_MKDL250005004-1A_22VVM5LT4_L5,SN_S5_1_MKDL250005004-1A_22VVM5LT4_L5,SN_S5_2_MKDL250005004-1A_22VVM5LT4_L5,SN_S5_3_MKDL250005004-1A_22VVM5LT4_L5,SN_S6_1_MKDL250005004-1A_22VVM5LT4_L5,SN_S6_2_MKDL250005004-1A_22VVM5LT4_L5,SN_S6_3_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S1_1_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S1_2_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S1_3_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S2_1_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S2_2_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S2_3_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S3_1_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S3_2_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S3_3_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S4_1_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S4_2_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S4_3_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S5_1_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S5_2_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S5_3_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S6_1_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S6_2_MKDL250005004-1A_22VVM5LT4_L5,Lysate_S6_3_MKDL250005004-1A_22VVM5LT4_L5
ENSG00000163930,27.0,23.0,10.0,5.0,27.0,20.0,2.0,20.0,1.0,17.0,5.0,26.0,29.0,10.0,145.0,0.0,3.0,0.0,11.0,6.0,3.0,37.0,21.0,7.0,31.0,12.0,8.0,29.0,28.0,9.0,2.0,11.0,7.0,16.0,29.0,2.0
ENSG00000163931,155.0,78.0,62.0,27.0,155.0,198.0,48.0,44.0,44.0,39.0,71.0,32.0,2.0,4.0,33.0,0.0,3.0,0.0,423.0,136.0,165.0,946.0,868.0,219.0,338.0,117.0,100.0,643.0,740.0,151.0,76.0,162.0,143.0,332.0,590.0,144.0
ENSG00000163932,9.0,4.0,0.0,1.0,2.0,3.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,6.0,6.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0
ENSG00000163933,187.0,233.0,86.0,21.0,122.0,71.0,28.0,94.0,10.0,54.0,205.0,56.0,2.0,32.0,9.0,2.0,7.0,3.0,55.0,33.0,31.0,84.0,92.0,34.0,58.0,42.0,33.0,83.0,89.0,27.0,16.0,28.0,30.0,53.0,103.0,19.0
ENSG00000163935,49.0,33.0,13.0,14.0,44.0,18.0,0.0,8.0,12.0,40.0,65.0,24.0,6.0,6.0,24.0,0.0,0.0,0.0,6.0,4.0,2.0,8.0,13.0,4.0,6.0,1.0,0.0,9.0,7.0,0.0,3.0,1.0,0.0,8.0,14.0,2.0
ENSG00000163938,57.0,33.0,45.0,12.0,37.0,35.0,0.0,1.0,3.0,0.0,8.0,4.0,9.0,2.0,40.0,0.0,0.0,0.0,268.0,179.0,167.0,636.0,617.0,250.0,346.0,240.0,161.0,497.0,399.0,120.0,98.0,155.0,122.0,248.0,643.0,107.0
ENSG00000163939,96.0,64.0,94.0,20.0,62.0,64.0,14.0,16.0,2.0,23.0,46.0,9.0,2.0,16.0,8.0,0.0,2.0,1.0,23.0,9.0,9.0,41.0,45.0,25.0,30.0,14.0,12.0,29.0,32.0,15.0,28.0,19.0,18.0,29.0,25.0,6.0
ENSG00000163945,29.0,17.0,18.0,11.0,77.0,64.0,2.0,5.0,5.0,33.0,101.0,37.0,0.0,12.0,33.0,1.0,1.0,0.0,4.0,3.0,1.0,8.0,5.0,3.0,2.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0
ENSG00000163946,115.0,81.0,57.0,18.0,48.0,29.0,29.0,7.0,10.0,8.0,18.0,24.0,3.0,3.0,7.0,0.0,1.0,2.0,15.0,24.0,11.0,49.0,30.0,10.0,23.0,19.0,3.0,23.0,28.0,11.0,7.0,6.0,4.0,24.0,34.0,8.0
ENSG00000163947,18.0,13.0,29.0,3.0,5.0,17.0,2.0,7.0,1.0,4.0,2.0,6.0,1.0,0.0,16.0,0.0,0.0,0.0,10.0,0.0,1.0,5.0,4.0,0.0,6.0,2.0,5.0,6.0,6.0,4.0,0.0,1.0,4.0,6.0,6.0,7.0
ENSG00000163950,114.0,100.0,71.0,8.0,41.0,91.0,16.0,9.0,5.0,7.0,19.0,12.0,0.0,1.0,2.0,0.0,0.0,0.0,75.0,34.0,22.0,97.0,112.0,40.0,41.0,14.0,32.0,100.0,99.0,42.0,19.0,19.0,12.0,61.0,115.0,12.0
ENSG00000163956,356.0,354.0,219.0,56.0,139.0,178.0,116.0,128.0,77.0,74.0,224.0,110.0,108.0,188.0,549.0,1.0,3.0,2.0,141.0,46.0,46.0,223.0,176.0,74.0,163.0,43.0,48.0,160.0,174.0,48.0,54.0,57.0,20.0,101.0,105.0,38.0
ENSG00000163958,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163959,1.0,2.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,2.0,9.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163960,999.0,1864.0,664.0,123.0,797.0,596.0,15.0,15.0,2.0,671.0,1857.0,824.0,91.0,293.0,745.0,1.0,0.0,0.0,81.0,48.0,44.0,152.0,202.0,72.0,54.0,34.0,33.0,112.0,217.0,57.0,31.0,41.0,40.0,56.0,92.0,28.0
ENSG00000163961,177.0,157.0,87.0,70.0,442.0,448.0,66.0,46.0,29.0,348.0,591.0,243.0,29.0,23.0,94.0,1.0,0.0,0.0,57.0,16.0,38.0,113.0,111.0,49.0,68.0,20.0,16.0,92.0,113.0,37.0,16.0,28.0,12.0,53.0,76.0,27.0
ENSG00000163964,796.0,1115.0,409.0,93.0,323.0,294.0,61.0,96.0,15.0,98.0,242.0,118.0,34.0,129.0,235.0,2.0,5.0,4.0,30.0,28.0,46.0,92.0,86.0,42.0,49.0,33.0,38.0,77.0,106.0,20.0,33.0,32.0,60.0,71.0,61.0,15.0
ENSG00000163975,1320.0,1083.0,377.0,67.0,394.0,204.0,483.0,709.0,77.0,221.0,1131.0,280.0,31.0,248.0,54.0,15.0,12.0,23.0,75.0,33.0,40.0,99.0,68.0,44.0,89.0,38.0,37.0,97.0,118.0,38.0,24.0,37.0,42.0,60.0,161.0,19.0
ENSG00000163982,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163995,5.0,0.0,5.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164002,9.0,0.0,5.0,0.0,0.0,0.0,0.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,3.0,6.0,0.0,4.0,10.0,2.0,5.0,5.0,9.0,0.0,2.0,0.0,9.0,5.0,0.0
ENSG00000164007,19.0,12.0,3.0,0.0,5.0,2.0,3.0,19.0,0.0,0.0,21.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0
ENSG00000164008,171.0,49.0,52.0,11.0,41.0,27.0,57.0,55.0,53.0,26.0,62.0,14.0,0.0,14.0,9.0,2.0,0.0,0.0,24.0,14.0,15.0,76.0,53.0,18.0,47.0,16.0,17.0,35.0,56.0,13.0,14.0,25.0,24.0,29.0,46.0,10.0
ENSG00000164010,21.0,19.0,1.0,0.0,4.0,5.0,3.0,11.0,0.0,2.0,8.0,9.0,0.0,1.0,2.0,0.0,2.0,0.0,3.0,3.0,0.0,1.0,6.0,0.0,5.0,2.0,1.0,1.0,2.0,5.0,3.0,2.0,0.0,3.0,7.0,0.0
ENSG00000164011,23.0,31.0,28.0,3.0,12.0,29.0,60.0,23.0,52.0,3.0,5.0,8.0,4.0,6.0,76.0,0.0,0.0,0.0,33.0,7.0,5.0,21.0,56.0,8.0,44.0,11.0,9.0,47.0,24.0,7.0,5.0,2.0,3.0,7.0,10.0,5.0
ENSG00000164022,93.0,95.0,58.0,16.0,89.0,97.0,14.0,16.0,7.0,8.0,61.0,5.0,14.0,17.0,57.0,0.0,0.0,0.0,96.0,89.0,81.0,323.0,276.0,112.0,187.0,105.0,94.0,235.0,133.0,42.0,68.0,87.0,78.0,167.0,216.0,33.0
ENSG00000164023,11.0,23.0,11.0,3.0,12.0,2.0,12.0,1.0,0.0,2.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,15.0,16.0,24.0,8.0,7.0,11.0,5.0,7.0,17.0,4.0,0.0,10.0,5.0,3.0,13.0,3.0
ENSG00000164024,129.0,43.0,18.0,17.0,34.0,48.0,0.0,4.0,0.0,0.0,8.0,13.0,24.0,2.0,95.0,0.0,0.0,0.0,22.0,21.0,16.0,34.0,34.0,20.0,4.0,9.0,21.0,56.0,42.0,14.0,2.0,31.0,11.0,14.0,27.0,8.0
ENSG00000164031,43.0,23.0,18.0,19.0,14.0,19.0,0.0,0.0,0.0,8.0,4.0,0.0,1.0,3.0,8.0,0.0,0.0,0.0,40.0,12.0,21.0,48.0,35.0,13.0,37.0,13.0,13.0,48.0,29.0,6.0,8.0,7.0,9.0,17.0,40.0,10.0
ENSG00000164032,5027.0,2357.0,1391.0,390.0,861.0,644.0,66.0,42.0,24.0,119.0,234.0,141.0,74.0,91.0,238.0,0.0,6.0,4.0,3323.0,2210.0,2189.0,7780.0,7760.0,3470.0,6975.0,3557.0,2532.0,6822.0,4017.0,1013.0,1551.0,2149.0,1240.0,5984.0,9988.0,1385.0
ENSG00000164035,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164037,11.0,18.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0
ENSG00000164038,40.0,18.0,12.0,9.0,25.0,8.0,3.0,0.0,5.0,5.0,21.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,7.0,6.0,4.0,39.0,42.0,9.0,33.0,12.0,3.0,23.0,35.0,3.0,8.0,4.0,9.0,9.0,19.0,6.0
ENSG00000164039,18.0,7.0,4.0,0.0,0.0,2.0,0.0,5.0,0.0,2.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,173.0,76.0,115.0,389.0,268.0,128.0,216.0,133.0,80.0,322.0,170.0,58.0,54.0,84.0,54.0,226.0,260.0,75.0
ENSG00000164040,168.0,76.0,77.0,21.0,34.0,30.0,19.0,13.0,14.0,2.0,10.0,1.0,5.0,2.0,10.0,0.0,0.0,0.0,2.0,3.0,3.0,20.0,25.0,1.0,16.0,2.0,1.0,12.0,22.0,9.0,1.0,18.0,22.0,31.0,4.0,0.0
ENSG00000164045,199.0,86.0,47.0,17.0,19.0,27.0,8.0,2.0,2.0,5.0,25.0,11.0,4.0,4.0,38.0,0.0,0.0,1.0,28.0,7.0,7.0,33.0,45.0,17.0,19.0,3.0,11.0,32.0,39.0,14.0,5.0,13.0,6.0,24.0,31.0,4.0
ENSG00000164047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164048,51.0,47.0,17.0,0.0,16.0,10.0,10.0,10.0,11.0,0.0,9.0,1.0,8.0,1.0,13.0,0.0,0.0,0.0,5.0,7.0,11.0,21.0,26.0,12.0,26.0,9.0,3.0,16.0,17.0,8.0,0.0,6.0,1.0,4.0,13.0,1.0
ENSG00000164049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0
ENSG00000164050,15.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,4.0,2.0,5.0,0.0,8.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,2.0,6.0,0.0,3.0,4.0,0.0,2.0,10.0,1.0,2.0,4.0,3.0,2.0,7.0,1.0
ENSG00000164051,10.0,37.0,2.0,1.0,12.0,8.0,9.0,2.0,6.0,5.0,3.0,4.0,4.0,33.0,126.0,0.0,0.0,0.0,16.0,10.0,12.0,44.0,47.0,10.0,27.0,12.0,4.0,53.0,56.0,0.0,17.0,14.0,8.0,46.0,35.0,9.0
ENSG00000164053,9.0,7.0,0.0,0.0,1.0,6.0,1.0,6.0,0.0,2.0,3.0,1.0,10.0,24.0,70.0,0.0,0.0,0.0,4.0,11.0,0.0,13.0,4.0,2.0,12.0,0.0,1.0,7.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0
ENSG00000164054,292.0,214.0,175.0,66.0,158.0,287.0,27.0,48.0,13.0,82.0,271.0,119.0,17.0,8.0,81.0,0.0,0.0,0.0,89.0,24.0,30.0,135.0,113.0,27.0,79.0,23.0,16.0,111.0,96.0,25.0,27.0,30.0,31.0,44.0,58.0,27.0
ENSG00000164056,43.0,7.0,10.0,11.0,7.0,10.0,59.0,30.0,12.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,1.0,12.0,18.0,4.0,12.0,4.0,1.0,11.0,14.0,3.0,0.0,3.0,5.0,4.0,9.0,8.0
ENSG00000164061,13.0,3.0,0.0,6.0,5.0,6.0,36.0,24.0,43.0,2.0,8.0,8.0,0.0,2.0,10.0,0.0,0.0,1.0,3.0,1.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0
ENSG00000164062,218.0,68.0,71.0,81.0,378.0,283.0,12.0,11.0,37.0,210.0,652.0,256.0,500.0,573.0,1074.0,0.0,0.0,2.0,333.0,95.0,198.0,583.0,559.0,151.0,352.0,99.0,114.0,456.0,442.0,132.0,82.0,137.0,117.0,218.0,520.0,57.0
ENSG00000164066,155.0,256.0,176.0,49.0,457.0,487.0,14.0,25.0,1.0,311.0,1572.0,496.0,17.0,73.0,87.0,0.0,10.0,10.0,5.0,5.0,6.0,38.0,14.0,8.0,27.0,14.0,6.0,25.0,39.0,8.0,8.0,1.0,15.0,17.0,30.0,0.0
ENSG00000164068,10.0,0.0,2.0,1.0,5.0,4.0,8.0,2.0,0.0,4.0,17.0,4.0,5.0,9.0,2.0,0.0,1.0,0.0,17.0,2.0,5.0,28.0,34.0,13.0,31.0,1.0,6.0,14.0,28.0,8.0,6.0,3.0,15.0,9.0,24.0,1.0
ENSG00000164070,1241.0,1544.0,713.0,50.0,245.0,137.0,182.0,247.0,34.0,86.0,493.0,141.0,4.0,116.0,41.0,6.0,8.0,9.0,177.0,80.0,136.0,330.0,257.0,116.0,250.0,124.0,93.0,317.0,284.0,90.0,81.0,108.0,118.0,189.0,380.0,37.0
ENSG00000164073,12.0,11.0,0.0,0.0,0.0,0.0,2.0,2.0,11.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,11.0,2.0,9.0,13.0,26.0,13.0,17.0,13.0,7.0,21.0,25.0,3.0,4.0,12.0,2.0,18.0,28.0,1.0
ENSG00000164074,176.0,373.0,111.0,1.0,39.0,5.0,21.0,23.0,14.0,10.0,53.0,7.0,14.0,8.0,18.0,4.0,1.0,0.0,20.0,23.0,8.0,77.0,29.0,13.0,20.0,33.0,10.0,40.0,34.0,7.0,5.0,13.0,16.0,33.0,60.0,10.0
ENSG00000164076,35.0,13.0,6.0,0.0,8.0,21.0,1.0,8.0,16.0,7.0,3.0,0.0,2.0,7.0,30.0,0.0,0.0,0.0,17.0,1.0,4.0,16.0,15.0,7.0,12.0,0.0,7.0,13.0,17.0,4.0,1.0,0.0,3.0,5.0,37.0,4.0
ENSG00000164077,32.0,9.0,2.0,0.0,19.0,24.0,90.0,43.0,81.0,9.0,6.0,8.0,14.0,5.0,26.0,0.0,0.0,0.0,26.0,5.0,5.0,21.0,31.0,0.0,13.0,9.0,4.0,13.0,26.0,11.0,2.0,4.0,2.0,11.0,14.0,4.0
ENSG00000164078,0.0,0.0,0.0,0.0,4.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164080,97.0,84.0,55.0,64.0,202.0,169.0,0.0,5.0,2.0,146.0,359.0,149.0,24.0,53.0,231.0,0.0,0.0,0.0,14.0,7.0,6.0,42.0,29.0,6.0,7.0,8.0,2.0,34.0,33.0,4.0,7.0,7.0,2.0,13.0,15.0,5.0
ENSG00000164081,73.0,45.0,39.0,4.0,6.0,13.0,66.0,48.0,39.0,1.0,11.0,11.0,0.0,2.0,16.0,0.0,0.0,1.0,124.0,66.0,56.0,293.0,238.0,90.0,180.0,63.0,41.0,161.0,209.0,43.0,39.0,54.0,34.0,113.0,212.0,36.0
ENSG00000164082,10.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
ENSG00000164086,36.0,14.0,4.0,6.0,8.0,29.0,0.0,6.0,18.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,4.0,5.0,0.0,6.0,1.0,5.0,8.0,4.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0
ENSG00000164087,59.0,57.0,28.0,1.0,30.0,23.0,84.0,45.0,65.0,1.0,9.0,20.0,6.0,1.0,5.0,0.0,0.0,0.0,32.0,4.0,3.0,47.0,36.0,7.0,38.0,16.0,13.0,39.0,39.0,15.0,10.0,22.0,12.0,25.0,26.0,5.0
ENSG00000164088,5.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,4.0,2.0,0.0,6.0,0.0,20.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,10.0,7.0,2.0,0.0,0.0,0.0,4.0,7.0,1.0,1.0,4.0,0.0,2.0,4.0,0.0
ENSG00000164089,6.0,6.0,0.0,0.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,0.0,7.0,3.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
ENSG00000164091,982.0,1551.0,594.0,71.0,715.0,515.0,29.0,39.0,10.0,169.0,602.0,147.0,34.0,290.0,341.0,0.0,0.0,6.0,18.0,23.0,11.0,46.0,76.0,30.0,28.0,15.0,17.0,38.0,70.0,26.0,9.0,15.0,17.0,8.0,44.0,7.0
ENSG00000164093,76.0,53.0,17.0,5.0,23.0,35.0,24.0,25.0,15.0,1.0,2.0,1.0,2.0,4.0,22.0,0.0,0.0,2.0,8.0,3.0,4.0,17.0,13.0,8.0,2.0,5.0,0.0,16.0,11.0,0.0,3.0,5.0,1.0,8.0,12.0,5.0
ENSG00000164096,587.0,456.0,223.0,18.0,91.0,62.0,0.0,15.0,1.0,13.0,7.0,9.0,2.0,16.0,54.0,3.0,0.0,0.0,133.0,125.0,110.0,448.0,486.0,225.0,203.0,176.0,109.0,333.0,334.0,89.0,97.0,96.0,72.0,254.0,357.0,82.0
ENSG00000164099,9.0,7.0,6.0,1.0,8.0,11.0,0.0,3.0,1.0,2.0,17.0,10.0,14.0,4.0,12.0,0.0,0.0,2.0,0.0,1.0,4.0,7.0,5.0,3.0,5.0,0.0,0.0,6.0,6.0,3.0,0.0,2.0,0.0,4.0,2.0,1.0
ENSG00000164100,13.0,26.0,5.0,0.0,7.0,2.0,14.0,16.0,0.0,1.0,10.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
ENSG00000164104,515.0,414.0,333.0,23.0,75.0,73.0,5.0,6.0,2.0,14.0,7.0,4.0,54.0,56.0,245.0,0.0,2.0,0.0,921.0,472.0,458.0,1652.0,1680.0,746.0,1451.0,697.0,574.0,1815.0,1196.0,320.0,321.0,642.0,340.0,1029.0,1902.0,235.0
ENSG00000164105,36.0,20.0,43.0,4.0,20.0,28.0,5.0,0.0,0.0,0.0,5.0,0.0,8.0,6.0,8.0,0.0,0.0,0.0,2.0,4.0,5.0,26.0,4.0,3.0,12.0,9.0,7.0,10.0,14.0,4.0,4.0,3.0,2.0,3.0,10.0,0.0
ENSG00000164106,95.0,98.0,25.0,2.0,30.0,6.0,30.0,46.0,9.0,12.0,46.0,11.0,0.0,16.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,7.0,3.0,5.0,0.0,0.0,7.0,8.0,1.0,7.0,4.0,2.0,5.0,6.0,0.0
ENSG00000164107,64.0,11.0,37.0,0.0,3.0,5.0,7.0,6.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
ENSG00000164109,258.0,174.0,79.0,5.0,39.0,47.0,2.0,5.0,1.0,1.0,18.0,9.0,6.0,4.0,38.0,0.0,4.0,0.0,279.0,206.0,183.0,678.0,534.0,237.0,447.0,251.0,176.0,539.0,327.0,84.0,182.0,164.0,85.0,770.0,728.0,86.0
ENSG00000164111,81.0,47.0,41.0,5.0,48.0,54.0,6.0,21.0,0.0,5.0,14.0,18.0,9.0,7.0,45.0,0.0,0.0,0.0,130.0,68.0,32.0,296.0,219.0,74.0,144.0,59.0,54.0,265.0,129.0,43.0,78.0,83.0,60.0,172.0,158.0,50.0
ENSG00000164112,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,7.0,1.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
ENSG00000164113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164114,60.0,20.0,25.0,0.0,22.0,26.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,0.0,21.0,0.0,0.0,0.0,21.0,18.0,17.0,54.0,96.0,36.0,18.0,14.0,31.0,47.0,47.0,10.0,14.0,7.0,10.0,16.0,45.0,11.0
ENSG00000164116,12.0,8.0,6.0,1.0,2.0,7.0,12.0,1.0,12.0,4.0,0.0,21.0,0.0,0.0,13.0,0.0,0.0,0.0,6.0,1.0,4.0,1.0,17.0,1.0,4.0,5.0,9.0,8.0,6.0,1.0,0.0,2.0,2.0,6.0,11.0,0.0
ENSG00000164117,7.0,5.0,8.0,0.0,7.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,7.0,8.0,32.0,34.0,19.0,18.0,15.0,5.0,24.0,22.0,10.0,2.0,22.0,8.0,18.0,23.0,5.0
ENSG00000164118,13.0,35.0,11.0,9.0,13.0,18.0,6.0,5.0,0.0,3.0,13.0,1.0,1.0,4.0,3.0,0.0,0.0,2.0,26.0,12.0,21.0,75.0,48.0,23.0,31.0,17.0,8.0,31.0,68.0,12.0,8.0,8.0,9.0,26.0,45.0,4.0
ENSG00000164120,14.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,15.0,1.0,21.0,0.0,5.0,0.0,9.0,6.0,4.0,14.0,5.0,1.0,2.0,0.0,4.0,11.0,11.0,2.0,1.0,4.0,1.0,1.0,6.0,0.0
ENSG00000164122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164124,10.0,14.0,2.0,0.0,2.0,1.0,1.0,8.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,7.0,0.0,7.0,16.0,0.0,7.0,7.0,4.0,5.0,14.0,6.0,1.0,2.0,0.0,2.0,1.0,2.0
